name,Index,Intensity,MaximumWind,Date,Time,Latitude,Longitude,WSpeed,long,lat,cat,level
KAJIKI,5,Tropical Depression,55km/h,1/9/2019,12:00:00,19.30N,114.1,55,114.1,19.3,TD,1
KAJIKI,6,Tropical Depression,55km/h,1/9/2019,15:00:00,19.30N,113.3,55,113.3,19.3,TD,1
KAJIKI,7,Tropical Depression,55km/h,1/9/2019,18:00:00,19.00N,112.5,55,112.5,19,TD,1
KAJIKI,8,Tropical Depression,55km/h,1/9/2019,21:00:00,18.90N,111.6,55,111.6,18.9,TD,1
KAJIKI,9,Tropical Depression,55km/h,2/9/2019,0:00:00,18.70N,111,55,111,18.7,TD,1
KAJIKI,10,Tropical Depression,55km/h,2/9/2019,3:00:00,18.70N,110.3,55,110.3,18.7,TD,1
KAJIKI,11,Tropical Depression,55km/h,2/9/2019,6:00:00,18.60N,109.5,55,109.5,18.6,TD,1
KAJIKI,12,Tropical Depression,55km/h,2/9/2019,9:00:00,18.00N,109.1,55,109.1,18,TD,1
KAJIKI,13,Tropical Depression,55km/h,2/9/2019,12:00:00,17.70N,108.7,55,108.7,17.7,TD,1
KAJIKI,14,Tropical Depression,55km/h,2/9/2019,15:00:00,17.30N,108.1,55,108.1,17.3,TD,1
KAJIKI,15,Tropical Depression,55km/h,2/9/2019,18:00:00,16.40N,107.4,55,107.4,16.4,TD,1
KAJIKI,16,Tropical Depression,55km/h,2/9/2019,21:00:00,16.20N,107.4,55,107.4,16.2,TD,1
KAJIKI,17,Tropical Depression,55km/h,3/9/2019,0:00:00,16.10N,107.4,55,107.4,16.1,TD,1
KAJIKI,18,Tropical Depression,55km/h,3/9/2019,3:00:00,16.10N,107.4,55,107.4,16.1,TD,1
KAJIKI,19,Tropical Depression,55km/h,3/9/2019,6:00:00,16.00N,107.7,55,107.7,16,TD,1
KAJIKI,20,Tropical Depression,55km/h,3/9/2019,9:00:00,16.30N,108.2,55,108.2,16.3,TD,1
KAJIKI,21,Tropical Depression,55km/h,3/9/2019,12:00:00,16.60N,108.4,55,108.4,16.6,TD,1
KAJIKI,22,Tropical Depression,55km/h,3/9/2019,15:00:00,16.80N,108.4,55,108.4,16.8,TD,1
KAJIKI,23,Tropical Depression,55km/h,3/9/2019,18:00:00,16.80N,108.3,55,108.3,16.8,TD,1
KAJIKI,24,Tropical Depression,55km/h,3/9/2019,21:00:00,16.90N,108.2,55,108.2,16.9,TD,1
LINGLING,1,Tropical Depression,45km/h,2/9/2019,0:00:00,15.40N,125.9,45,125.9,15.4,TD,1
LINGLING,2,Tropical Depression,45km/h,2/9/2019,3:00:00,16.00N,125.7,45,125.7,16,TD,1
LINGLING,3,Tropical Depression,55km/h,2/9/2019,6:00:00,16.70N,125.2,55,125.2,16.7,TD,1
LINGLING,4,Tropical Depression,55km/h,2/9/2019,9:00:00,17.50N,124.9,55,124.9,17.5,TD,1
LINGLING,5,Tropical Storm,65km/h,2/9/2019,12:00:00,17.90N,124.7,65,124.7,17.9,TS,2
LINGLING,6,Tropical Storm,75km/h,2/9/2019,15:00:00,18.40N,124.6,75,124.6,18.4,TS,2
LINGLING,7,Tropical Storm,85km/h,2/9/2019,18:00:00,19.40N,124,85,124,19.4,TS,2
LINGLING,8,Tropical Storm,85km/h,2/9/2019,21:00:00,19.40N,124,85,124,19.4,TS,2
LINGLING,9,Severe Tropical Storm,90km/h,3/9/2019,0:00:00,20.10N,123.9,90,123.9,20.1,STS,3
LINGLING,10,Severe Tropical Storm,105km/h,3/9/2019,3:00:00,20.30N,123.9,105,123.9,20.3,STS,3
LINGLING,11,Severe Tropical Storm,110km/h,3/9/2019,6:00:00,20.70N,124,110,124,20.7,STS,3
LINGLING,12,Severe Tropical Storm,110km/h,3/9/2019,9:00:00,21.20N,124.1,110,124.1,21.2,STS,3
LINGLING,13,Typhoon,120km/h,3/9/2019,12:00:00,21.30N,124.2,120,124.2,21.3,T,4
LINGLING,14,Typhoon,130km/h,3/9/2019,15:00:00,21.50N,124.2,130,124.2,21.5,T,4
LINGLING,15,Typhoon,130km/h,3/9/2019,18:00:00,21.80N,124.2,130,124.2,21.8,T,4
LINGLING,16,Typhoon,130km/h,3/9/2019,21:00:00,22.00N,124.3,130,124.3,22,T,4
LINGLING,17,Typhoon,130km/h,4/9/2019,0:00:00,22.10N,124.5,130,124.5,22.1,T,4
LINGLING,18,Typhoon,130km/h,4/9/2019,3:00:00,22.30N,124.6,130,124.6,22.3,T,4
LINGLING,19,Typhoon,130km/h,4/9/2019,6:00:00,22.40N,125.1,130,125.1,22.4,T,4
LINGLING,20,Typhoon,140km/h,4/9/2019,12:00:00,23.00N,125.4,140,125.4,23,T,4
LINGLING,21,Severe Typhoon,155km/h,4/9/2019,18:00:00,23.60N,125.4,155,125.4,23.6,SeT,5
LINGLING,22,Severe Typhoon,165km/h,5/9/2019,0:00:00,24.20N,125.3,165,125.3,24.2,SeT,5
LINGLING,23,Super Typhoon,185km/h,5/9/2019,6:00:00,24.90N,125.3,185,125.3,24.9,SuT,6
LINGLING,24,Super Typhoon,195km/h,5/9/2019,12:00:00,25.70N,125.2,195,125.2,25.7,SuT,6
LINGLING,25,Super Typhoon,205km/h,5/9/2019,18:00:00,26.80N,125.2,205,125.2,26.8,SuT,6
LINGLING,26,Super Typhoon,195km/h,6/9/2019,0:00:00,28.00N,125,195,125,28,SuT,6
LINGLING,27,Super Typhoon,195km/h,6/9/2019,3:00:00,28.70N,125.1,195,125.1,28.7,SuT,6
LINGLING,28,Super Typhoon,185km/h,6/9/2019,6:00:00,29.60N,125.2,185,125.2,29.6,SuT,6
LINGLING,29,Severe Typhoon,175km/h,6/9/2019,12:00:00,31.30N,125.1,175,125.1,31.3,SeT,5
LINGLING,30,Typhoon,145km/h,6/9/2019,18:00:00,33.60N,125,145,125,33.6,T,4
FAXAI,1,Typhoon,130km/h,7/9/2019,0:00:00,26.60N,145,130,145,26.6,T,4
FAXAI,2,Typhoon,130km/h,7/9/2019,6:00:00,27.90N,143.2,130,143.2,27.9,T,4
FAXAI,3,Typhoon,145km/h,7/9/2019,12:00:00,28.90N,141.8,145,141.8,28.9,T,4
FAXAI,4,Typhoon,145km/h,7/9/2019,18:00:00,30.10N,140.4,145,140.4,30.1,T,4
FAXAI,5,Severe Typhoon,155km/h,7/9/2019,21:00:00,30.90N,140,155,140,30.9,SeT,5
FAXAI,6,Severe Typhoon,165km/h,8/9/2019,0:00:00,31.40N,139.5,165,139.5,31.4,SeT,5
FAXAI,7,Severe Typhoon,165km/h,8/9/2019,6:00:00,33.00N,139,165,139,33,SeT,5
FAXAI,8,Severe Typhoon,165km/h,8/9/2019,12:00:00,34.10N,139,165,139,34.1,SeT,5
TAPAH,1,Tropical Depression,55km/h,18/9/2019,3:00:00,21.70N,128.9,55,128.9,21.7,TD,1
TAPAH,2,Tropical Depression,55km/h,18/9/2019,6:00:00,21.90N,129.4,55,129.4,21.9,TD,1
TAPAH,3,Tropical Depression,55km/h,18/9/2019,12:00:00,22.00N,129.4,55,129.4,22,TD,1
TAPAH,4,Tropical Depression,55km/h,18/9/2019,18:00:00,22.20N,129.1,55,129.1,22.2,TD,1
TAPAH,5,Tropical Depression,55km/h,19/9/2019,0:00:00,22.50N,128.9,55,128.9,22.5,TD,1
TAPAH,6,Tropical Depression,55km/h,19/9/2019,6:00:00,22.50N,128.8,55,128.8,22.5,TD,1
TAPAH,7,Tropical Storm,65km/h,19/9/2019,12:00:00,22.80N,128.3,65,128.3,22.8,TS,2
TAPAH,8,Tropical Storm,75km/h,19/9/2019,18:00:00,22.90N,127.5,75,127.5,22.9,TS,2
TAPAH,9,Tropical Storm,75km/h,20/9/2019,0:00:00,23.00N,127,75,127,23,TS,2
